0,CONTAINS,1
0,CONTAINS,2
0,IDENTITY,3
0,CONTAINS,4
0,CONTAINS,5
0,CONTAINS,6
0,CONTAINS,7
1,BEFORE,2
1,EQUALS,3
1,AFTER,4
1,AFTER,5
1,EQUALS,6
1,AFTER,7
2,IDENTITY,3
2,AFTER,4
2,AFTER,5
2,AFTER,6
2,AFTER,7
3,CONTAINS,4
3,CONTAINS,5
3,CONTAINS,6
3,CONTAINS,7
4,BEFORE,5
4,BEFORE,6
4,BEFORE,7
5,AFTER,6
5,AFTER,7
6,AFTER,7
